,store,si,do,address
984,강제,충북,제천시,충북 제천시 강제동 832
985,명동,충북,제천시,충북 제천시 제천시 하소동 56-7
986,신백,충북,제천시,충북 제천시 신백동 214-7
987,왕암,충북,제천시,충북 제천시 왕암동 798
988,장락,충북,제천시,충북 제천시 장락동 542-7
989,청전,충북,제천시,충북 제천시 의림동 7-26
990,증평,충북,증평군,충북 증평군 증평읍 초중리 8-1
991,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7
992,덕산,충북,진천군,충북 진천군 덕산읍 용몽리 85
993,진천(충북),충북,진천군,충북 진천군 진천읍 남산8길 10-3
994,오창산업단지,충북,청원군,충북 청원군 오창읍 주성리 602
995,청주옥산,충북,청원군,충북 청원군 옥산면 가락리 산 68-8
996,금천광장,충북,청주시,충북 청주시 상당구 용담동 395
997,동남지구,충북,청주시,충북 청주시 상당구 용암동 3034
998,용암1호,충북,청주시,충북 청주시 상당구 용암동 2574
999,용암2호,충북,청주시,충북 청주시 상당구 용암동 1780
1000,우암동,충북,청주시,충북 청주시 상당구 우암동 123-81
1001,분평,충북,청주시,충북 청주시 서원구 분평동 1234
1002,가경2호,충북,청주시,충북 청주시 흥덕구 개신동 691
1003,강서,충북,청주시,충북 청주시 흥덕구 가경동 1849
1004,복대1호,충북,청주시,충북 청주시 흥덕구 복대동 1652
1005,봉명1호,충북,청주시,충북 청주시 흥덕구 봉명동 2844-3
1006,사직1호(청주),충북,청주시,충북 청주시 흥덕구 사직2동 595-12
1007,산남성화,충북,청주시,충북 청주시 흥덕구 성화동 886번지 101호
1008,오송,충북,청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521
1009,운천신봉,충북,청주시,충북 청주시 흥덕구 운천동 1366
1010,하복대,충북,청주시,충북 청주시 흥덕구 복대동 2960
1011,오창1호,충북,청주시,충북 청주시 청원구 오창읍 각리 652-7
1012,갱고개,충북,충주시,충북 충주시 교현동 173-11
1013,봉방문화교현,충북,충주시,충북 충주시 교현동 634-17
1014,서충주기업도시,충북,충주시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호)"
1015,성내용산,충북,충주시,충북 충주시 용산동 1650-2
1016,연수,충북,충주시,충북 충주시 연수동 1610
1017,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-1
1018,신관,충남,공주시,충남 공주시 신관동 24-25
1019,옥룡,충남,공주시,충남 공주시 옥룡동 308-1
1020,금산(충남),충남,금산군,충남 금산군 금산읍 상리 47-10
1021,연무,충남,논산시,충남 논산시 연무읍 안심리 76-64
1022,취암,충남,논산시,충남 논산시 내동 628
1023,기지시,충남,당진시,충남 당진시 반촌리 861-20
1024,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11
1025,신평,충남,당진시,충남 당진시 신평면 거산리 13-4번지 1층
1026,읍내(당진),충남,당진시,충남 당진시 읍내동 850
1027,채운,충남,당진시,충남 당진시 읍내동 1541
1028,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2
1029,동대,충남,보령시,충남 보령시 동대동 1766
1030,죽정,충남,보령시,충남 보령시 죽정동 668-14
1031,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5
1032,대산,충남,서산시,충남 서산시 대산읍 산리 129-5
1033,동문,충남,서산시,충남 서산시 동문동 406-2
1034,서산테크노,충남,서산시,충남 서산시 오사리 1666
1035,석림,충남,서산시,충남 서산시 예천동 1287-5
1036,읍내(서산),충남,서산시,충남 서산시 읍내동 759-13
